# ID,time_preference,risk_aversion,info_use,benefit,concern,lql,loss_aversion,learning_rate,price_update_rate,flood_risk_updating_risk,community_ID,eco_of_scale_factor,type,sen_commu,tao_factor
200,0.099243708,0.89118026,3,3,2,2,2.191446371,6.91E-06,0.529688497,0.864844248,3,0.870354073,1,0.255335395,0.339943159
201,0.023806726,0.909495906,3,2,3,2,2.775350068,6.89E-06,0.647680202,0.923840101,3,1.19155979,2,0.597329535,0.220374222
202,0.075232444,0.887480898,1,2,2,2,2.432847418,8.31E-06,0.598121832,0.899060916,3,0.830036879,2,0.534219365,0.415211206
203,0.098429299,0.863985098,1,3,3,2,3.327957281,1.41E-05,0.562084189,0.881042095,2,1.089096166,3,0.601933429,0.289771515
204,0.029732562,0.902270474,2,3,3,1,2.193992047,1.97E-05,0.66080962,0.93040481,1,1.239857709,1,0.659236948,0.207827197
205,0.049652208,0.860269751,1,2,3,2,2.761207713,1.84E-05,0.225922652,0.712961326,3,0.958399525,4,0.541464559,0.472550703
206,0.050190698,0.856138856,2,2,3,3,2.90405386,1.79E-05,0.566375587,0.883187793,2,1.147002108,3,0.624105089,0.444174265
207,0.075054615,0.902711781,3,2,2,2,2.586257583,7.35E-06,0.565650079,0.88282504,2,0.788992592,4,0.367443821,0.297570354
208,0.046266963,0.867899647,1,2,2,1,2.303506389,9.91E-06,0.255484844,0.727742422,1,0.879086673,2,0.179325072,0.330113789
209,0.085111336,0.917767457,2,3,3,2,2.450779159,8.94E-06,0.336897912,0.768448956,2,1.245210082,3,0.414769752,0.314170117
210,0.039201402,0.903183139,3,2,2,1,3.240521008,8.43E-06,0.737125991,0.968562996,1,1.215820421,2,0.543369113,0.143484032
211,0.021297305,0.875168463,1,3,3,2,1.879549645,1.17E-05,0.219150808,0.709575404,2,0.849968045,2,0.23619288,0.185560849
212,0.046726214,0.904074967,3,3,3,3,2.477084035,8.26E-06,0.377328581,0.788664291,1,0.76237542,1,0.306668754,0.261915507
213,0.099399041,0.8495602,2,3,3,2,2.442503149,6.12E-06,0.674453602,0.937226801,3,1.160523974,1,0.520590429,0.153719672
214,0.087906465,0.898177822,2,2,3,2,3.285448062,5.73E-06,0.624400898,0.912200449,2,0.86764043,2,0.240919503,0.429938957
215,0.055587351,0.865399254,1,3,3,3,2.419595559,7.76E-06,0.776901073,0.988450536,0,0.952029261,1,0.522175421,0.13764393
216,0.053263236,0.891423195,2,2,2,3,2.601014931,4.38E-06,0.200945658,0.700472829,2,1.053681061,2,0.451349327,0.151664801
217,0.052792188,0.846494671,3,3,3,2,2.587770976,1.85E-05,0.699228643,0.949614322,3,1.066748778,4,0.491124121,0.126818621
218,0.050990709,0.875067555,2,2,3,2,1.812884605,6.62E-06,0.525796475,0.862898237,2,1.159032528,3,0.648331367,0.152448934
219,0.078300672,0.880391781,2,3,3,2,1.565484237,9.26E-06,0.638593254,0.919296627,0,0.80155201,3,0.487257136,0.246064408
220,0.069519222,0.901397036,2,3,3,1,2.068686351,5.59E-06,0.306317295,0.753158648,3,0.758540229,1,0.185101921,0.189996029
221,0.078389372,0.913456738,1,3,3,2,2.38319476,6.96E-06,0.227834614,0.713917307,3,0.981942227,1,0.195847311,0.465520839
222,0.053697164,0.892186784,2,2,3,2,2.952980401,9.41E-06,0.73475906,0.96737953,2,0.966855218,2,0.194347134,0.243593326
223,0.034401704,0.89200204,3,3,3,2,1.90423844,1.65E-05,0.661993846,0.930996923,2,0.940320292,4,0.398861532,0.133167344
224,0.033342053,0.841519661,3,2,2,3,3.147650451,7.16E-06,0.481704935,0.840852468,2,0.905674799,2,0.358411919,0.457196436
225,0.089267311,0.850448997,3,3,3,1,2.158964412,6.39E-06,0.650585467,0.925292733,0,0.949378949,3,0.570900133,0.49088677
226,0.042824324,0.86644617,1,2,3,2,2.618215636,2.50E-05,0.520557719,0.86027886,2,1.148495054,3,0.486576038,0.247491488
227,0.079234793,0.859589186,1,3,3,1,2.634099266,8.87E-06,0.512956754,0.856478377,0,0.765546102,1,0.462490411,0.100003651
228,0.038725767,0.848889834,2,2,2,1,2.674836754,5.74E-06,0.752346948,0.976173474,2,0.845428447,2,0.298504704,0.166129113
229,0.054903986,0.875256803,2,3,3,2,3.0754001,8.52E-06,0.465486055,0.832743028,3,0.8606011,1,0.638743481,0.233923931
230,0.0408965,0.852905051,1,3,2,3,2.336495167,1.61E-05,0.38710148,0.79355074,3,0.874092867,2,0.649239134,0.317703233
231,0.054657417,0.900993307,1,2,3,1,2.874447438,7.30E-06,0.60256324,0.90128162,0,0.935227203,4,0.206388648,0.167995287
232,0.024769854,0.850830371,2,2,3,1,1.707209526,1.22E-05,0.594635714,0.897317857,2,0.869198265,2,0.189141877,0.32127939
233,0.052653992,0.914108843,3,3,3,2,2.387499728,5.60E-06,0.47504875,0.837524375,2,1.237786117,4,0.363426362,0.370047101
234,0.097340735,0.919755015,1,2,3,2,2.163112499,7.04E-06,0.329206244,0.764603122,0,0.983057705,2,0.539000474,0.14978603
235,0.028197208,0.919126019,2,3,3,2,2.871111505,5.74E-06,0.249111751,0.724555876,2,0.848877535,1,0.458988006,0.102837943
236,0.07006254,0.875964029,2,2,3,2,2.660825375,7.72E-06,0.34252972,0.77126486,3,1.058341164,2,0.661645079,0.183504143
237,0.04002011,0.844150773,1,2,3,2,2.288319235,4.27E-06,0.448306495,0.824153248,2,1.145079786,4,0.591884117,0.193450236
238,0.039564011,0.889347382,1,2,2,1,2.578214137,4.99E-06,0.567886631,0.883943316,1,0.85888243,2,0.636841589,0.240875042
239,0.051158808,0.85413167,1,3,2,2,1.616643817,1.21E-05,0.789949506,0.994974753,2,1.061781121,2,0.615369177,0.278536228
240,0.096671183,0.872492876,2,2,3,1,3.13176295,2.95E-06,0.62910523,0.914552615,2,1.005700475,1,0.272246205,0.088482109
241,0.099036635,0.910965038,1,2,3,1,2.56242463,2.80E-06,0.354897606,0.777448803,2,1.150781156,2,0.592661746,0.168117006
242,0.024570605,0.915036794,1,3,3,2,2.034565506,3.15E-06,0.767879948,0.983939974,3,1.239681397,1,0.447422189,0.41045658
243,0.067337349,0.883778427,1,1,3,2,1.572427026,9.93E-06,0.579982842,0.889991421,1,0.766800227,3,0.611544056,0.063149125
244,0.02518196,0.887923365,1,3,3,2,3.328876128,1.72E-05,0.521385575,0.860692788,2,1.08058433,4,0.220105125,0.467984363
245,0.086766531,0.894154323,2,3,2,2,2.12587734,5.94E-06,0.672474112,0.936237056,2,0.93354642,1,0.642934094,0.378648888
246,0.084668045,0.888187814,2,2,2,2,3.088221624,5.40E-06,0.350201958,0.775100979,2,1.038959854,2,0.169141821,0.269874038
247,0.073176471,0.859864786,1,2,3,2,3.428288524,7.94E-06,0.520394107,0.860197053,2,1.081333043,3,0.435851753,0.310336277
248,0.071776074,0.908270414,1,2,2,2,1.8265083,9.26E-06,0.499480773,0.849740386,0,1.244837288,4,0.619386909,0.156777611
249,0.057579972,0.886354837,2,2,2,2,3.432552055,8.10E-06,0.396009635,0.798004817,2,0.776235733,2,0.229755095,0.256481973
250,0.047981725,0.857147111,1,3,2,2,3.145806721,7.37E-06,0.261450494,0.730725247,3,1.16595032,4,0.586257175,0.483389843
251,0.050952343,0.879905871,2,3,3,2,1.739425717,6.20E-06,0.688091355,0.944045677,0,1.181024349,1,0.632161344,0.296062573
252,0.092381565,0.857870129,2,2,2,1,1.776961803,5.26E-06,0.23121073,0.715605365,2,1.152564994,2,0.654979483,0.284511124
253,0.072317613,0.858774067,2,2,3,2,2.058733699,5.10E-06,0.659929648,0.929964824,0,0.891034306,4,0.211528967,0.154217474
254,0.038004794,0.854588838,3,2,3,2,2.451789088,4.36E-06,0.51902113,0.859510565,0,0.962309619,4,0.255471941,0.270003985
255,0.079373694,0.919832549,3,3,3,1,2.657980374,6.52E-06,0.685535186,0.942767593,2,1.016048358,4,0.427664383,0.33082704
256,0.095796364,0.918041616,1,2,1,3,2.638128605,2.96E-06,0.337550568,0.768775284,2,0.771040347,4,0.544583175,0.355610993
257,0.051752669,0.864647142,3,2,3,1,2.603542806,9.17E-06,0.298930702,0.749465351,2,1.042503979,4,0.199168656,0.227981847
258,0.048038618,0.907019826,2,3,2,2,2.347814278,3.03E-06,0.679854373,0.939927187,2,0.990793812,4,0.484950477,0.215346492
259,0.035124486,0.866515852,1,2,3,1,1.920350093,8.13E-06,0.482688898,0.841344449,3,0.941610947,3,0.243483422,0.494591901
260,0.06447593,0.904716185,2,2,3,2,3.371710592,8.41E-06,0.595758927,0.897879463,1,1.107796141,2,0.50109565,0.06698249
261,0.06955303,0.866048862,1,3,3,1,3.12427031,5.58E-06,0.717013198,0.958506599,2,1.013197831,4,0.654475813,0.448325604
262,0.072068567,0.874942721,2,2,2,3,2.64349572,8.30E-06,0.313071383,0.756535691,2,1.154616435,2,0.206769217,0.460979072
263,0.091519083,0.896250384,2,3,2,2,1.591937472,1.32E-05,0.528338175,0.864169088,1,1.173420165,1,0.371105567,0.408282743
264,0.061539004,0.88591935,2,3,3,2,3.086106538,1.13E-05,0.346199294,0.773099647,3,1.010868876,3,0.275084362,0.094420525
265,0.079174516,0.903312187,3,3,2,1,3.122466339,1.12E-05,0.495982988,0.847991494,2,1.055777526,1,0.241472318,0.167842033
266,0.031501112,0.886759803,1,3,3,3,1.717572103,6.62E-06,0.654166803,0.927083402,2,0.960967214,2,0.401829154,0.200910578
267,0.069003602,0.883412286,2,3,3,2,3.098520629,5.72E-06,0.451404602,0.825702301,2,1.073592613,2,0.431655771,0.355877578
268,0.051717518,0.859103082,1,3,3,3,2.587613233,8.05E-06,0.406657466,0.803328733,2,0.817280346,1,0.193918538,0.111448912
269,0.020045568,0.874477152,2,3,2,2,2.444514587,8.39E-06,0.536705146,0.868352573,2,0.76266748,4,0.474278009,0.374552374
270,0.086044755,0.84330394,2,2,3,2,1.624649618,6.75E-06,0.528313801,0.864156901,2,1.222577373,3,0.461553361,0.098042838
271,0.02418608,0.857856506,2,1,2,2,2.141638864,3.67E-06,0.471883887,0.835941944,2,0.840028144,3,0.51841007,0.344190807
272,0.091310404,0.87966182,2,3,3,2,3.320240837,6.75E-06,0.607161178,0.903580589,0,0.850693752,4,0.238588077,0.272378271
273,0.074958266,0.894518255,2,3,3,2,2.224750021,3.35E-06,0.485649277,0.842824639,3,1.058641663,3,0.244064314,0.400573275
274,0.085585654,0.912793035,2,3,3,2,1.69880814,5.70E-06,0.601812302,0.900906151,2,1.084941238,2,0.53812534,0.371766685
275,0.087585557,0.89226719,2,2,2,2,3.365847321,9.21E-06,0.501164165,0.850582082,0,1.073240099,2,0.265710945,0.456674252
276,0.093108037,0.898754436,2,2,2,3,1.622739747,1.13E-05,0.639149908,0.919574954,3,0.9963022,2,0.380091372,0.450915127
277,0.037287081,0.919461069,2,3,3,2,1.665604766,4.47E-06,0.496954651,0.848477325,2,0.923380072,3,0.593659036,0.200373374
278,0.074232894,0.868848173,2,2,2,1,2.067346683,1.85E-05,0.228005268,0.714002634,2,1.000927188,2,0.572299418,0.364435625
279,0.023622916,0.886728339,2,2,3,2,2.929340882,1.89E-06,0.799933284,0.999966642,2,0.882623787,4,0.434718809,0.139014422
280,0.055103713,0.918469312,1,2,3,1,3.291982341,1.01E-05,0.560949044,0.880474522,2,1.234106517,2,0.389438051,0.063743426
281,0.050920976,0.883869249,1,3,3,2,2.086247967,1.38E-05,0.758935921,0.979467961,0,0.958175988,1,0.559799898,0.384833417
282,0.095621797,0.854044779,2,2,3,2,2.97571276,4.25E-06,0.667268345,0.933634172,2,1.069892302,1,0.660369626,0.275010096
283,0.065831385,0.860414424,1,3,3,1,3.463288993,1.03E-05,0.569103046,0.884551523,3,1.124899106,1,0.42947024,0.265964964
284,0.096530213,0.867198541,3,2,3,1,2.193880705,1.22E-05,0.395206662,0.797603331,3,1.071452002,2,0.192401389,0.457125007
285,0.058643525,0.917717858,1,2,2,1,2.873027838,5.59E-06,0.674178354,0.937089177,3,1.168078842,2,0.188850729,0.324439992
286,0.047281861,0.855666402,2,2,2,1,1.908048258,1.24E-05,0.2563007,0.72815035,2,0.940915576,2,0.576758069,0.327949875
287,0.055291342,0.914742373,3,2,3,2,2.483116446,3.86E-06,0.795029552,0.997514776,2,1.057818455,2,0.593188011,0.436749038
288,0.094403656,0.886132108,2,2,2,2,2.107322748,1.03E-05,0.61201827,0.906009135,2,0.939109378,1,0.499964261,0.412470241
289,0.092514658,0.870250962,2,3,3,2,2.044822586,1.02E-05,0.267890583,0.733945291,3,1.089884937,4,0.534557755,0.309524682
290,0.039356046,0.854616525,3,3,3,2,2.613559931,8.67E-06,0.751473388,0.975736694,2,0.78143632,1,0.190311097,0.132315111
291,0.076640406,0.842464387,3,3,3,2,2.436112288,1.31E-05,0.49221751,0.846108755,2,1.241542937,1,0.429632628,0.157969405
292,0.084388519,0.910387509,2,2,2,2,1.838160639,7.88E-06,0.587075709,0.893537854,0,1.033875155,2,0.410922891,0.44893037
293,0.042571531,0.878787448,2,3,3,2,2.12308373,1.06E-05,0.499108769,0.849554385,1,1.244655842,1,0.283297921,0.062903369
294,0.036337646,0.844252718,1,2,2,1,2.629385151,3.76E-06,0.3276627,0.76383135,2,0.933923715,2,0.599199622,0.270455625
295,0.077977539,0.882123514,2,2,3,1,1.987744996,9.06E-06,0.231528536,0.715764268,3,0.940640465,3,0.423733147,0.125567216
296,0.056841025,0.845066384,3,3,3,1,2.681705458,6.10E-06,0.576141901,0.888070951,0,0.932533002,4,0.468830209,0.490406292
297,0.037914362,0.908930723,3,3,3,3,1.937736949,6.71E-06,0.671603242,0.935801621,2,0.795697054,1,0.660370393,0.370712512
298,0.02698818,0.91717869,3,3,3,3,2.331812942,8.40E-06,0.296288515,0.748144258,0,1.203698772,1,0.226849109,0.275212231
299,0.07883435,0.849936919,2,3,2,2,3.007267356,5.19E-06,0.773065906,0.986532953,3,0.900891273,2,0.509758696,0.261989769
300,0.021553582,0.847869279,1,3,2,1,2.141174908,1.06E-05,0.532259895,0.866129947,3,0.966139342,1,0.594256518,0.07682849
301,0.088129105,0.890794404,2,2,2,2,1.724489794,1.83E-05,0.459170746,0.829585373,3,0.929194927,2,0.641456794,0.356887357
302,0.027367452,0.908340014,3,3,3,2,1.586494273,3.13E-06,0.73523612,0.96761806,3,1.192721099,4,0.397171603,0.069094012
303,0.032143677,0.88407993,2,2,3,2,1.990640979,6.57E-06,0.342210278,0.771105139,2,1.246006804,3,0.369891561,0.082150459
304,0.092998822,0.862576161,2,2,2,1,2.700294508,4.36E-06,0.421800447,0.810900224,1,0.85226037,2,0.20012305,0.284742429
305,0.052819445,0.917751663,2,3,3,2,1.937196356,1.28E-05,0.611783027,0.905891513,1,0.997601645,4,0.595577783,0.093528512
306,0.064534602,0.846926322,1,2,2,2,2.494124062,8.48E-06,0.371237591,0.785618796,0,1.153005516,2,0.381349901,0.418166849
307,0.024768233,0.883417789,2,2,3,3,2.578768732,7.99E-06,0.28952658,0.74476329,0,1.082329517,4,0.501842065,0.417896191
308,0.071286996,0.855212238,1,3,3,2,2.300344849,1.09E-05,0.212233968,0.706116984,2,1.052966506,1,0.509502303,0.375097817
309,0.085525773,0.840192069,3,3,3,1,2.148690976,1.33E-05,0.75032265,0.975161325,3,0.924542815,4,0.268090882,0.117439449
310,0.083108292,0.884059057,2,3,3,1,2.197097611,1.12E-05,0.34774513,0.773872565,1,1.164703966,2,0.460348077,0.346822364
311,0.086413806,0.915896933,1,2,3,1,2.421055374,7.85E-06,0.219358752,0.709679376,3,1.247664352,3,0.367380517,0.283367724
312,0.071252266,0.885918208,1,2,3,1,2.041463503,1.09E-05,0.787382829,0.993691415,2,0.965227128,2,0.491093989,0.48783855
313,0.06929152,0.910283062,2,3,2,2,2.909886804,7.93E-06,0.483505061,0.841752531,3,0.76473099,1,0.542961541,0.342046172
314,0.06547794,0.877525837,1,3,3,3,2.238572223,1.77E-05,0.384739737,0.792369868,0,1.061071292,2,0.418594417,0.410148759
315,0.040220437,0.915626867,3,2,2,3,2.371076319,1.08E-05,0.436055884,0.818027942,2,1.100189808,2,0.631410111,0.254208969
316,0.050268264,0.880840366,2,3,2,2,2.569399289,1.85E-05,0.30946928,0.75473464,0,0.957343711,4,0.26393371,0.244576177
317,0.08643913,0.902051843,3,3,3,2,3.263114953,5.35E-06,0.488262672,0.844131336,2,0.948771141,4,0.300383008,0.421391208
318,0.072825859,0.882724825,1,3,3,1,2.486779024,1.28E-05,0.595199724,0.897599862,3,1.002168982,1,0.252741044,0.087561417
319,0.046259883,0.892542206,3,2,2,1,1.777898695,6.95E-06,0.772533387,0.986266693,3,1.171803494,2,0.450580138,0.109926953
320,0.083072269,0.842106,2,2,2,1,2.927017588,1.09E-05,0.597860793,0.898930396,3,1.222340802,2,0.569177533,0.128024876
321,0.064319962,0.872452701,3,3,2,3,3.366614234,1.28E-05,0.57616079,0.888080395,0,1.124878896,2,0.234630973,0.225922011
322,0.039868272,0.90359385,3,2,2,1,3.165967233,1.54E-05,0.438332216,0.819166108,1,1.025953632,2,0.360520684,0.424120884
323,0.025855473,0.884325931,2,3,2,3,2.787595881,9.47E-06,0.235134474,0.717567237,2,1.07899489,1,0.21003961,0.411513976
324,0.027398233,0.912541661,3,3,3,1,1.511875909,6.75E-06,0.407629909,0.803814954,0,0.899054274,2,0.496461454,0.077212031
325,0.046711169,0.871531509,1,3,3,3,2.543097229,1.18E-05,0.372701455,0.786350727,0,0.774672161,3,0.634747458,0.229665997
326,0.063158699,0.872613433,1,3,3,1,2.551355959,7.20E-06,0.492021659,0.84601083,2,1.198617601,4,0.234802231,0.287094124
327,0.055189558,0.899053565,1,2,3,1,2.116276323,1.92E-05,0.210058668,0.705029334,3,1.128526433,2,0.657150845,0.237559761
328,0.072222389,0.853653933,1,3,3,2,3.482985913,6.63E-06,0.596710218,0.898355109,3,0.819409551,1,0.232444922,0.345586951
329,0.053539995,0.900088096,2,2,2,2,2.853208621,4.14E-06,0.781151372,0.990575686,0,0.903015496,2,0.384671299,0.332588012
330,0.066505406,0.87908563,3,3,3,2,2.492011674,5.49E-06,0.455768531,0.827884266,1,0.984005667,4,0.506926814,0.181392836
331,0.058583177,0.875453401,1,3,3,2,2.300940385,9.45E-06,0.392874876,0.796437438,3,0.963218724,1,0.651494759,0.244243027
332,0.078029085,0.879535188,2,3,3,2,2.187641954,1.19E-05,0.359549776,0.779774888,3,0.756567587,2,0.612671666,0.056969207
333,0.051315294,0.84685236,2,3,3,1,1.680869503,2.82E-05,0.378675412,0.789337706,3,0.84179946,4,0.663301302,0.492828676
334,0.079758257,0.909593156,1,3,3,1,2.716622746,5.81E-05,0.740772833,0.970386417,2,0.952674132,1,0.550579155,0.125225784
335,0.09079488,0.866118583,1,2,3,2,3.109082844,3.35E-05,0.680999789,0.940499894,2,1.167959685,2,0.619129001,0.097797355
336,0.040813901,0.91351047,2,2,3,1,3.050264055,7.03E-06,0.665453459,0.93272673,3,1.229713403,4,0.625966909,0.217584383
337,0.0930297,0.889587161,3,2,2,2,3.180984675,1.44E-05,0.598532962,0.899266481,2,0.96731145,4,0.422040369,0.139153281
338,0.065047035,0.851417724,2,3,3,2,2.727794719,1.06E-05,0.620978438,0.910489219,1,1.085388063,2,0.542001871,0.270359437
339,0.035129215,0.846810033,1,2,3,1,2.733666349,5.38E-06,0.258370776,0.729185388,1,0.895224119,1,0.564145346,0.202772036
340,0.023870953,0.882010606,3,2,3,2,2.708378687,7.66E-06,0.78665145,0.993325725,3,0.798161038,2,0.39661014,0.478233709
341,0.074693323,0.896779748,3,3,2,1,1.525760867,1.82E-05,0.33647092,0.76823546,2,0.870620987,1,0.441808677,0.464149418
342,0.049722984,0.867228653,2,2,3,2,1.66852345,6.67E-06,0.354949459,0.777474729,3,0.863396774,4,0.524834643,0.073704649
343,0.052644456,0.869881996,1,2,2,1,1.995819093,7.76E-06,0.542251226,0.871125613,3,1.090157109,2,0.531585477,0.382036143
344,0.033587145,0.890141996,2,2,3,2,2.751897803,2.35E-05,0.224356292,0.712178146,2,1.030268046,1,0.296126301,0.171103742
345,0.066604001,0.911461735,2,3,3,2,2.998198419,1.03E-05,0.253582711,0.726791356,2,0.920817671,4,0.358420339,0.240276027
346,0.081725938,0.862572077,2,3,2,3,3.06962192,8.86E-06,0.463374176,0.831687088,2,1.236769187,2,0.321917875,0.296541906
347,0.074988925,0.869387012,2,3,3,2,3.259835832,1.30E-05,0.542474016,0.871237008,1,1.180040478,4,0.663784287,0.474231643
348,0.047533483,0.843062147,2,3,2,1,2.177738879,1.85E-05,0.589741405,0.894870703,2,0.817029658,3,0.166952733,0.237984847
349,0.076324281,0.896858353,2,2,3,3,1.554652251,1.64E-05,0.595660643,0.897830321,3,0.836574615,2,0.534608181,0.49237361
350,0.060312061,0.896564688,1,3,2,3,1.711932332,1.44E-05,0.295245895,0.747622948,3,0.99278765,2,0.547266211,0.185654727
351,0.067752539,0.882360922,3,2,3,2,1.88659445,1.30E-05,0.608582241,0.904291121,1,0.932583477,1,0.466989774,0.36549444
352,0.025152061,0.872950295,1,3,2,2,2.006436346,8.95E-06,0.365837018,0.782918509,2,0.822131198,3,0.197991075,0.349852483
353,0.062489702,0.869543788,2,3,2,2,3.282573348,1.40E-05,0.619096894,0.909548447,0,1.063268888,2,0.349670458,0.292606909
354,0.069993692,0.910577921,2,2,3,2,1.699790037,1.57E-05,0.551560075,0.875780037,3,1.157193679,3,0.572648132,0.364147484
355,0.06883866,0.85869289,2,2,2,1,2.254061684,2.41E-05,0.498129586,0.849064793,3,0.996494014,3,0.367394725,0.349937561
356,0.081443534,0.879781312,2,3,3,2,1.523793828,4.52E-06,0.688298494,0.944149247,0,0.908724992,4,0.56536687,0.130159604
357,0.064988492,0.892541503,1,3,3,1,2.689890325,6.76E-06,0.640642662,0.920321331,3,0.798401326,4,0.381079499,0.10760648
358,0.053122244,0.903522278,1,2,2,3,1.566822551,8.50E-06,0.474027606,0.837013803,1,1.107396931,2,0.467408705,0.499586178
359,0.041817363,0.903562825,2,3,2,1,2.746810232,2.13E-06,0.517657312,0.858828656,3,1.117014854,4,0.651388637,0.12700448
360,0.092570079,0.889987847,1,3,2,2,1.869123383,3.44E-06,0.670118115,0.935059058,2,1.026993277,1,0.62259071,0.064670369
361,0.047768526,0.867642952,2,3,3,1,3.295061459,1.42E-05,0.307182749,0.753591375,1,0.955616808,4,0.657174067,0.302539907
362,0.020963477,0.884715363,1,3,3,2,1.611300979,1.42E-05,0.596499092,0.898249546,3,1.176590267,2,0.360131702,0.446839925
363,0.052788308,0.862318562,2,2,3,2,1.803589805,6.33E-06,0.337991356,0.768995678,1,1.031101195,2,0.456512938,0.351128887
364,0.046635232,0.877325651,1,2,2,2,2.752964689,9.85E-06,0.237701903,0.718850951,2,0.91157202,2,0.259176053,0.13569497
365,0.063506844,0.91321028,2,2,3,2,2.42246116,1.61E-05,0.799939434,0.999969717,3,1.183586856,2,0.465472859,0.216012446
366,0.033649445,0.912104016,1,3,2,1,3.308542414,7.90E-06,0.363855452,0.781927726,2,1.142075266,2,0.545912693,0.257326672
367,0.031167336,0.882048709,2,3,3,2,3.142258945,4.77E-05,0.716359009,0.958179504,3,1.061260252,1,0.3812325,0.491737078
368,0.075246511,0.862034238,2,3,3,2,3.145808648,1.38E-05,0.263891409,0.731945705,3,0.837160319,3,0.219776261,0.120382229
369,0.033655495,0.855742889,1,2,2,1,2.407786759,1.47E-05,0.766407207,0.983203603,2,0.902963796,2,0.454265104,0.434985263
370,0.070883281,0.846860189,3,2,3,1,2.524994387,7.41E-06,0.332174166,0.766087083,2,0.805974979,3,0.338899995,0.340144042
371,0.061079631,0.86888275,3,2,3,3,3.207256082,1.74E-05,0.790731306,0.995365653,2,1.131078293,4,0.363869169,0.219322495
372,0.028500364,0.859421591,3,2,3,2,3.052297582,6.56E-06,0.723581828,0.961790914,1,0.981508022,2,0.634073505,0.135915663
373,0.035611254,0.906445254,2,3,3,3,2.285506396,7.90E-06,0.221713922,0.710856961,1,1.247862889,1,0.270398236,0.242713847
374,0.053917922,0.876933873,3,3,3,1,2.186755347,6.51E-06,0.76869226,0.98434613,2,1.062929668,2,0.476752106,0.266909927
375,0.028222966,0.872034762,2,3,3,2,3.461296963,1.64E-05,0.232719929,0.716359964,2,0.909292379,2,0.467476179,0.104275226
376,0.082609819,0.871375682,3,3,3,2,3.255734631,9.65E-06,0.517468924,0.858734462,2,0.815151251,1,0.29043839,0.315278368
377,0.088836203,0.877099182,3,2,2,1,3.432461234,4.62E-06,0.361971043,0.780985522,2,1.098703593,3,0.182054362,0.151784456
378,0.048607789,0.8878906,2,3,2,1,3.353851107,3.83E-06,0.431528372,0.815764186,2,1.12527922,4,0.612540135,0.223078606
379,0.076977266,0.914493212,2,2,3,1,1.648921386,6.97E-06,0.309195067,0.754597533,2,0.85910092,2,0.651571431,0.312343872
380,0.036778815,0.916629146,1,3,2,2,3.49829623,8.47E-06,0.505781631,0.852890816,0,0.828647114,2,0.559192718,0.163312755
381,0.035519919,0.876315165,3,3,3,2,3.298172018,4.02E-06,0.444882488,0.822441244,3,1.199798477,3,0.462838289,0.180698299
382,0.088861867,0.904382056,1,3,3,3,3.293364339,7.67E-06,0.516522683,0.858261342,2,0.988050293,1,0.606833717,0.327690898
383,0.055577219,0.852739571,1,3,2,1,2.95915467,1.63E-05,0.757561589,0.978780794,0,1.21171939,1,0.456395922,0.169376409
384,0.035805906,0.916436983,2,3,2,2,3.362453101,3.19E-06,0.229507901,0.71475395,1,1.127470193,3,0.345940213,0.42096932
385,0.092407981,0.873367077,2,3,3,1,1.521329261,2.82E-05,0.213062654,0.706531327,2,1.201324607,2,0.241983473,0.49219853
386,0.087125378,0.899238217,1,2,3,2,2.049533533,1.86E-05,0.793707075,0.996853537,3,1.063519328,2,0.395668569,0.378611957
387,0.036483036,0.870287474,2,3,2,2,1.858986688,1.21E-05,0.658988172,0.929494086,3,0.771096766,2,0.631223365,0.204744652
388,0.079343364,0.864675524,2,2,3,1,1.668740216,1.90E-05,0.475566035,0.837783017,2,1.173582065,2,0.466614795,0.3128312
389,0.076037118,0.917440674,2,3,3,2,2.044431389,3.83E-06,0.391042328,0.795521164,0,1.193318529,3,0.187397049,0.098496057
390,0.025398843,0.841916756,2,3,3,1,3.270736912,2.01E-05,0.588223071,0.894111536,2,1.004513563,3,0.661896105,0.457838668
391,0.07748985,0.916417034,2,3,3,2,2.634163518,5.07E-06,0.342173951,0.771086976,3,1.214491585,4,0.526362774,0.445844176
392,0.088307907,0.864439244,1,2,3,2,2.238015547,7.47E-06,0.299749246,0.749874623,2,1.131439781,3,0.551648699,0.417992252
393,0.046761267,0.904464504,1,2,3,1,2.462149197,6.71E-06,0.406029914,0.803014957,1,1.244452669,2,0.263538205,0.1673276
394,0.087132332,0.886953037,2,2,2,2,2.345496533,8.95E-06,0.257605695,0.728802848,3,1.086408887,4,0.182826465,0.317460313
395,0.037819889,0.917074927,1,2,2,2,2.881125051,1.07E-05,0.662947148,0.931473574,1,0.929583871,2,0.427556703,0.060130667
396,0.096832064,0.911595473,1,3,3,1,2.262666309,4.10E-06,0.515014984,0.857507492,2,0.963734136,4,0.207714339,0.241366694
397,0.090271293,0.865022669,2,3,3,3,2.433854806,7.09E-06,0.465642127,0.832821063,3,1.204991111,3,0.227450223,0.190723499
398,0.070057276,0.841432503,1,2,3,1,1.952654848,1.31E-05,0.695133143,0.947566571,0,1.235798871,1,0.405729447,0.122668135
399,0.037619805,0.914000218,1,2,2,2,2.570378331,9.62E-06,0.392941442,0.796470721,3,1.158497479,2,0.577805868,0.130444784
400,0.071330218,0.869747462,2,2,3,2,1.715719138,1.16E-05,0.474374069,0.837187035,0,1.178251614,2,0.421596741,0.24029856
